	0
左	9049
如常	9038
黄	8970
未孕	8825
间	8818
右	8740
咖啡	8678
绞痛	8664
发作	8463
后牙	8319
间有	8310
腹部	8263
偶有	8223
周期	8084
放射	8013
不详	7953
持续	7936
年	7930
睡眠	7823
咯黄	7768
平卧	7641
反酸	7553
心	7531
粘液	7495
至	7468
自服	7413
及	7404
过敏	7391
日	7375
至今	7299
子宫	7217
咽痒	7195
慢性	7181
诉	7088
色	7069
稀烂	6990
炎	6868
今日	6748
隐痛	6713
体重	6708
血尿	6648
服用	6645
输卵管	6632
急诊	6592
昨晚	6572
酸痛	6561
双	6484
红	6436
左侧	6415
声嘶	6347
特殊	6302
术后	6262
一	6256
药物	6183
关节	6174
次	6131
右侧	6130
进食	6050
药	6029
同居	6016
视物旋转	5989
诊断	5986
脐周	5950
手术	5934
少量	5921
分泌	5918
予	5775
增多	5741
烂便	5715
打	5642
血块	5565
下肢	5488
麻木	5439
咯	5374
白色	5354
停经	5350
婚后	5342
黄痰	5313
下腹	5293
自然	5275
发绀	5272
吞咽	5132
夫妻	5043
力	5023
非	5020
但	4944
末次	4930
始	4922
自	4905
天旋地转	4894
咽喉	4889
稍	4868
诊治	4841
家禽接触史	4838
口干	4826
天前	4815
干咳	4803
半	4793
下降	4771
刺激	4764
中	4760
前区	4754
冷汗	4735
半年	4720
孕期	4660
近日	4645
复诊	4593
一直	4573
复查	4504
清宫	4484
一次	4479
肺	4478
下午	4462
较前	4423
鲜红	4414
昏迷	4405
难咳	4399
遂	4395
多次	4377
孕	4358
骨痛	4336
返酸	4296
具体	4291
减少	4291
服药	4284
同房	4281
双侧	4277
左右	4226
皮肤	4222
来院	4180
宫腔	4159
阳性	4152
近	4139
减轻	4094
面部	4082
稍差	4073
产	4057
见	4048
女方	4041
次数	4033
乳胀	4025
肌肉	4014
背部	4001
脓血	3998
并	3977
自发	3946
里急后重	3946
余	3933
血便	3888
病人	3874
呕血	3871
提示	3855
重	3819
常规	3815
烂	3812
症	3782
热	3767
加剧	3763
目前	3748
胀痛	3736
红斑	3734
平时	3707
流液	3693
体	3652
已	3637
量多	3616
常	3590
不多	3578
部	3575
不省人事	3569
禽鸟接触史	3568
色暗	3566
血性	3561
好	3560
今早	3559
小	3535
流产	3486
昨日	3473
示	3468
非喷射性	3452
产后	3447
咽部	3434
颈部	3423
结核	3422
数天	3408
增	3405
胃炎	3402
干净	3382
外阴	3377
痰少	3372
颈椎	3357
头	3348
液	3335
当地	3334
胎动	3328
顺产	3287
自诉	3285
肾	3263
感冒	3259
失禁	3256
疲倦	3208
盗汗	3203
干	3170
周身酸痛	3152
内容	3139
查	3131
上腹	3128
每天	3127
喘	3126
白带	3103
流脓	3093
内膜	3089
淋漓	3081
体温	3079
口服	3072
仍	3031
听力	3027
已行	3013
测	3005
喘息	2996
瘀块	2966
不清	2958
接触	2923
排尿	2920
近天	2919
近期	2900
肉眼	2881
功能	2870
服	2858
白	2849
晚上	2820
逐渐	2819
咯出	2808
病情	2801
偶	2782
右上	2750
痰音	2741
粘	2731
试验	2726
产检	2725
低热	2708
调	2705
身高	2700
镜	2697
浮肿	2695
头部	2692
卵巢	2690
左上	2677
支	2649
多年	2634
男方	2627
气管	2623
人流	2612
外伤	2608
气短	2596
热退	2595
冷热	2583
感染	2574
数	2573
肝炎	2566
出生	2564
脑	2550
干结	2547
牙	2545
住院	2545
到	2504
胸	2484
丘疹	2483
血丝	2481
昨	2477
当时	2474
体检	2466
今晨	2463
视物模糊	2461
传染	2451
心脏	2444
明显诱因觉头晕	2442
院	2438
顺利	2435
结石	2432
血糖	2430
以来	2426
数次	2421
结婚	2418
排卵	2404
夹有	2397
宫颈	2395
我科	2395
经期	2385
胚胎停育	2383
每次	2382
遗	2376
升高	2370
休息	2363
呛咳	2361
较多	2359
痰多	2339
分钟	2318
咨询	2315
风团	2311
改善	2301
期	2291
消退	2288
腰部	2287
剖宫	2284
本院	2281
口	2281
腰	2275
肌瘤	2269
度	2264
异味	2263
晨起	2261
退热	2245
流涎	2240
通畅	2234
轻微	2226
障碍	2209
接回	2205
溃疡	2204
受孕	2202
仍有	2197
痰液	2192
与	2190
数月	2180
易	2170
咬物	2160
口角	2155
腹	2149
影响	2144
纳眠一般	2139
稀	2139
大汗	2134
言语	2128
再次	2127
躯干	2127
气	2120
外	2119
曾有	2113
差	2111
同前	2111
粘连	2110
牙龈	2109
肿胀	2106
向	2103
给予口服降压药治疗	2102
拔除	2100
体健	2082
阻塞	2078
数日	2072
水	2059
间歇	2058
咽干	2050
压榨样	2041
胎	2037
少痰	2035
精液	2033
上肢	2033
眩晕	2032
鼻	2025
受限	2024
定期	2018
情况	2018
染色	2017
一步	2014
色暗淡	2013
低	2007
歪斜	2007
动脉	2004
视病	2001
进	1997
缘于	1989
并有	1980
验	1979
增生	1972
肿痛	1968
无明显诱因觉上述症状加重	1966
抗	1966
呕	1956
门诊	1951
颈	1936
泡沫	1935
异物	1929
红肿	1921
家族	1921
黄涕	1913
中药	1912
每年	1884
车	1884
食物	1871
本次	1860
解	1859
盆腔	1853
轻度	1844
硬化	1834
年前	1831
吐泻	1818
渐	1818
息肉	1809
激素	1808
和	1808
手麻	1801
输血	1799
胀	1794
宫内	1793
予以	1792
遂来	1791
精	1791
食欲	1782
吃奶	1782
医院	1770
外用	1758
恶露	1757
反应	1752
类似	1750
随来我科就诊	1746
不等	1744
病禽接触史	1743
长期	1742
一周	1733
肿物	1733
等病	1730
切除	1729
腹腔镜	1714
清	1711
他处	1708
分析	1707
本孕	1703
行走	1702
甲功	1701
风险	1696
囊肿	1693
难咯	1693
头胀	1692
癌	1680
计划	1675
改变	1673
多于冬春季发作	1672
突然	1662
红色	1661
造影	1657
有所	1653
单活胎	1646
双眼	1644
失眠	1638
松动	1632
腺	1624
卵泡	1616
之后	1614
时有	1612
肿	1610
自述	1604
患	1600
偏瘫	1592
咽	1590
剑突	1588
跌倒	1583
继有	1580
排便	1579
脑梗塞	1574
吸烟	1574
头孢	1571
净	1566
处理	1563
受凉	1560
半月	1556
胎心	1552
轻	1536
两天	1535
青霉素	1535
背痛	1532
痰黄	1527
前起	1522
昨起	1519
不能	1518
无尿	1517
不慎	1503
易咳	1501
麻痹	1498
回声	1492
视物	1491
不利	1490
疾病	1489
上环	1487
剧烈	1485
阴性	1482
时间	1478
肛门	1476
咬合	1475
前列	1471
存活	1470
优势	1462
细胞	1459
黄稠	1458
欠	1458
稳定	1457
皮	1456
增大	1453
减	1453
早孕	1451
肝	1451
乳房	1450
乳腺	1448
双手	1447
中午	1436
状	1433
不安	1426
激素六项	1422
素	1421
高脂血症	1420
不佳	1415
神志不清	1409
粘稠	1403
控制	1398
上午	1395
哮喘	1392
烦躁	1389
便秘	1383
性质	1380
水疱	1376
转	1375
甲亢	1372
家属	1367
口腔	1361
伴痒	1348
不全	1336
既往疫苗接种史	1336
来潮	1335
复视	1321
旋转	1318
未予	1316
效果	1315
间伴	1307
关	1305
消瘦	1304
鼻炎	1300
酗酒	1299
率	1299
尚可	1299
膝	1297
促	1296
地贫	1295
数年	1291
用药	1280
液化	1280
肌肉酸痛及关节疼痛	1278
母乳喂养	1276
大小	1270
丈夫	1270
排气	1267
甲状腺	1258
出车	1256
月前	1255
无咳	1255
前牙	1249
偏高	1246
外伤及手术史	1239
胚胎	1235
入睡	1233
套	1230
已退	1229
呼之不应	1228
怀孕	1221
为甚	1218
宫外	1214
结	1212
一年	1203
压	1196
脸部	1195
声咳	1191
饱胀	1188
乙肝	1186
片	1184
其他	1183
神疲	1178
用	1175
最高	1173
优生	1172
起病后精神疲倦	1170
超声	1170
样物	1169
动物和禽鸟接触史	1168
明确	1156
喷射状	1148
较差	1146
局部	1143
胃镜	1141
时许	1121
骨	1116
心慌	1115
酸胀	1110
单	1108
胸骨	1103
取环	1093
可见	1093
不痒	1091
或	1090
组织	1090
端坐呼吸	1086
百服宁	1085
原因	1084
性交	1081
晚起	1081
两便	1080
黑朦	1079
无视力障碍	1079
区	1072
较	1067
早孕反应不明显	1064
以上	1060
家人	1059
蛋白	1058
难	1058
近一	1058
左耳	1054
类	1053
糊状	1049
两地分居	1048
口渴	1047
胆囊	1047
确诊	1043
密度	1040
黄体酮	1036
胸部	1032
小腿	1031
成形	1019
尿量	1018
急性	1018
带血	1012
正	1011
出汗	1010
乳汁足	1008
呼吸急促	1001
腰膝酸软	996
效	993
黄烂	992
尿道	989
阵	989
见红	985
今晚	984
突发	984
抗体	980
一潮	973
色深	972
吐	970
积液	970
粉	967
水肿	966
生育	966
未净	965
夜晚	958
夜尿	956
闷	954
使用	949
约	947
痰白	945
恶寒	943
支气管扩张	941
进行	939
痛风	937
面色	936
近来	933
耳	933
坠胀	927
右耳	924
霉素	924
凌晨	923
延后	922
血色紫暗有块	922
胸痛及气促	922
终止	914
多囊	909
白粘	907
脓痰	907
不明	904
达	903
饮水	901
减退	901
刚	901
声音嘶哑	899
轻咳	898
混合喂养	896
生殖	895
口苦	893
恶风	892
足月	889
口吐白沫	886
尚	885
牙齿	885
遗传	884
分	884
空腹	882
继续	882
身	881
致	877
意识	876
色红	874
长	870
无效	870
先后	867
移植	867
寒颤	863
搏动	862
全	861
痰响	861
晕厥	860
开	858
均	857
多饮	857
间断	855
衰竭	853
未行	851
频繁	850
鼻痒	849
产程经过顺利	848
娩出	848
倦怠	846
心律失常	844
阴道内射精	843
部分	843
病理	843
体位	842
平	841
柏油样	840
今起	833
对	831
恢复	831
面色晦暗	829
时多	828
多食	828
烧灼	827
畸形	823
暗红	821
腰酸	821
无偏身感觉障碍	819
表现	816
周前	810
停药	810
偏少	809
三天	808
稍伴	806
脱屑	806
尿酸	803
量稍	802
上述	796
大腿	793
带	791
故	789
曾行	789
早上	787
无耳	786
药流	785
停止	785
取药	782
侧	782
冷	781
未育	781
饭后	781
纳减	780
非喷射样	779
其它	775
的	773
血症	771
血脂	770
撞伤	770
被	770
支原体	769
潮热	769
血管	767
综合征	766
提	764
再发	763
色淡	762
孕囊	762
色黄	761
不足	760
淡	760
紧张	759
不畅	755
眼	753
关系	752
考虑	752
两次	751
变化	750
注射	746
已经	743
增加	743
渗液	743
纳呆	741
发烧	739
止痛	738
牙关紧闭	737
身上	736
凝视	735
期间	733
化疗	733
植入	732
药膏	726
三项	726
夜	725
未排	725
不爽	724
紊乱	721
初	718
工作	716
一胎	716
检	715
转移	715
送	714
则	713
尿管	712
核型	710
基因	710
报告	709
午后	708
海鲜	702
均匀	702
自测	702
味	702
最	698
生后	698
向左肩背部放射	696
颜面	696
主要	695
作	694
游史	693
动则	693
生化	691
无四肢抽搐及大小便失禁	690
腹股沟	690
目眩	690
哭闹	686
难以	680
上翻	677
哺乳	674
压之褪色	673
预产期	672
脱发	672
日前	671
黄粘	669
健康	668
胎儿	667
脱落	666
左下	665
多汗	665
无视物重影及眼蒙	663
通而不畅	661
助孕	657
瘤	656
生	655
糜烂	655
促排	650
无洗米水样大便	649
皮炎	647
胚芽	645
引产	645
如	644
神志	641
充填	641
指导	638
人工	638
仍然	633
系统	632
干燥	632
延长	629
病程	628
稍烂	628
褐色	628
唐筛	627
每月	626
黏液	625
脓涕	624
过	624
遇劳则	623
呼	622
少寐	622
神经	621
其	620
二	619
嵌塞	619
四肢废楚	617
量如	616
精子	615
声	613
右下	611
饮食	611
转侧	609
黄染	608
前臂	607
包块	606
眼花	604
岁	603
苍白	603
程度	601
脂肪	600
脓性	598
骶部	597
为进一步诊治到我院门诊就诊	596
扭伤	596
绝经	593
塞感	592
含	591
食	589
臀部	587
饥饿	587
破溃	586
伤口	585
微痒	585
贫血	582
重视	579
一个	579
阑尾	578
坠痛	577
半身不遂	577
达英	577
异位	576
病毒	575
发性	575
同	575
绒毛	574
骨质疏松	572
人工喂养	572
自探	570
语言	570
蛋花汤样	568
剖腹	568
发育	567
呕奶	567
剔除	566
疱疹	565
消炎	564
之前	563
脓	562
肿大	562
心烦	562
先锋	562
降压	562
监测	561
梅毒	561
哭时有泪	561
通	559
食物残渣	557
粘白	557
现计划再次妊娠	556
结果	556
封闭	556
平喘等对症治疗	555
宫缩	554
中风	553
吃	553
腥臭	553
胸片	551
咳剧	551
重度	550
病变	549
心电图	547
松解	547
秘结	544
劳累	544
风湿	543
渗出	541
宫	541
基本	540
结节	540
胃药	539
肾病	539
面	538
痛甚	538
型	537
第	532
输	532
未见浓血便	531
胰岛素	529
复发	528
清涕	527
便溏	525
涂擦	525
安胎	525
浅表	523
吐语不清	521
心肌	521
伤处	521
转动	521
多梦	520
尖叫	520
现场	518
弯腰	517
颈肩	517
不尽	517
汗	517
敏感	517
喉际发	516
深	516
不通	516
入院	516
偶伴	514
肺炎	513
多日	510
液体	510
稀薄	508
道	507
几天	507
第二	506
同时	504
肾炎	504
一半	504
处	503
修复	502
心翳	502
淋巴	498
睾丸	498
右手	497
二胎	497
术中	497
拟	496
间觉	495
周身	493
较少	492
膀胱	491
流泪	491
疲乏	489
欠清	489
诊	489
可能	488
完全	486
附件	485
水泡	484
良好	484
双胎	483
头昏	482
双足	481
刷牙	479
弱精	479
阴囊	479
刚起	478
记忆	478
心情	477
饮酒	477
筛查	477
赘生物	476
四	473
经量	472
严重	470
钝痛	469
内科	468
情绪低落	467
转诊	466
个	465
积水	465
此起彼伏	464
咽喉红作	464
接种	463
稍有	462
相关	462
四抗	462
地	461
阵发性加据	461
随后	460
高龄	459
流鼻	459
转季时	457
位	456
由	456
便意	456
手足	452
分离	451
焦虑	451
偶咳	451
衣原体	451
绿色	450
诊刮	447
予以药物治疗后症状未缓解	447
昨夜	446
灼热	446
查血	446
免疫	444
运动	443
会阴	442
肠	442
昏厥	440
近几	440
烧心	437
晚	436
刚才	435
诱	435
尤甚	434
搔痒	433
对症	433
双方	433
频	431
消化	430
而	430
支架	428
情绪	426
酸软	425
刺	424
重影	424
编号	424
突出	423
斑	423
波动	423
未解	423
腰椎	421
者	420
按压	418
验尿妊娠实验	418
样便	417
蚕豆	417
纳可	417
消失	417
缘	416
左手	416
胶囊	415
儿	414
增高	414
中成药	414
疼	413
构音	413
累计	412
痴呆	410
干烂	410
散在	409
包皮	409
个月	409
镇痛	408
泌尿	408
物为进食之食物	408
右眼	407
疹	406
白稠	406
阵发性单咳	405
张口	405
但有	405
胎盘	405
卧则减轻	404
潺血	404
吸入	403
否认有高血压	403
喜按喜揉	402
不稳	402
眼睑	402
遇劳更甚	402
腿膝	402
乳	401
阴	399
形态	399
变	399
无咖啡样或鲜红样物	399
调经	397
堵塞	397
解多次黄色水样便	396
需	396
加	395
曾于	395
甚	394
视朦	394
弱	394
多于	394
求治	394
哭声	393
感觉	392
老年	392
去年	388
针刺	387
呼吸道感染	387
食用	386
无抽搐及晕厥	385
没有	384
活	384
搔抓	384
诉有	383
色白	383
不定	381
双耳	380
因劳累引起上述症状加重	379
黑色	379
静脉	379
被人	378
惊厥	377
肌	377
稠	376
眠差	376
部位	376
未至	375
微痛	375
透析	375
配偶	374
缓慢	374
尿毒症	373
眠	371
右足	370
易醒	370
静卧不减	369
偏	369
背	368
反	368
再	367
吸	366
保守	364
后遗	363
此前	362
震颤	362
阿莫西林	362
巧克力	361
血型	361
下颌	361
眼眶	360
气紧	360
口服硝酸甘油后	360
活检	360
婚检	359
酸	358
孕期外院安胎	357
气剧变及冬春季节多	357
避孕措施	355
即	354
左眼	353
肌注	353
分泌物呈白色豆渣样	353
糖尿病史及高血压病史	353
不良	352
意识丧失	352
餐后	352
科	352
数周	351
肺气	351
未婚	349
怕热	348
白稀	348
外涂	347
冠脉	347
每日	347
眼红	346
失败	345
早醒	345
可疑	345
龟头	344
膜	344
不留痕迹	344
起病	344
三	342
癫痫	342
双乳	342
急	341
指	341
从	340
预防	340
硝酸甘油	340
前曾	339
腔	339
握拳	339
原	339
声沙	338
结扎	338
牙烂	338
偏低	338
如蒙	338
系	337
取卵	336
在地	336
视力	335
腺肌	334
口唇	334
孕酮提示黄体功能	334
温	334
物质	334
易咯	333
磺胺	333
清水	333
日夜	332
无伴咯粉红色泡沫痰	331
针	331
小板	331
点	330
月余	330
无鼻	330
调理	329
恶	329
通液	328
硬	328
色清	326
心衰	326
胸骨后或心	326
管	325
子	323
枕部	322
维持	322
麻	322
肿瘤	322
嗅觉减退	321
半个	321
到达	321
补液	321
静滴	321
恶臭	321
顺畅	321
进餐	319
粘膜	318
懒言	318
手指	317
色素沉着	317
肌酐	316
先胺类	316
喉痒	315
汗多	315
三月	314
喛气	314
排尿终末时	313
补牙	312
站立	312
混合	312
疫苗	312
氧氟沙星	311
额部	311
颜色	311
两	311
器	311
过程	310
巴比妥类	310
不洁	310
治愈	309
纳好	309
痛及	309
盘	308
色为白色粘液痰	308
块下	307
鼻腔	307
尿路	307
青光眼	306
椎间	305
无排	305
给予	305
肛周	305
热峰	305
母亲	304
规	304
皮损	304
同种异体肾移植术	303
音	303
结肠	303
无明星诱因	303
自止	302
止	301
社区	301
五项	300
中度	300
氯米芬	299
大环内酯类	299
无咯粉红色泡沫痰	299
自己	298
溢液	298
化	298
复	297
趋势	297
生长	297
黄疸	296
慢	296
寒	296
黄连	296
时间差异	296
头顶	296
活力	295
剧	295
点滴	294
几	294
不祥	293
迟钝	292
工具	292
一侧肢体肌力减弱	291
无含脓性	291
接触家禽	291
泻	290
炎症	289
建议	289
救心丹	289
休息的可缓解	288
规范	287
唐氏	287
伴流	286
冶游史	286
喉	285
卧床	285
孕酮	284
转氨酶	284
兴趣下降及意志活动力下降	283
新	282
稍多	282
宫腔线清晰	282
着地	281
抽	281
容易	280
起床	280
黑	279
块状	279
耳聋	279
范围	279
三体	278
引起	277
打伤	277
移植肾区疼痛	277
无端从呼吸	277
不寐	277
泼尼松	277
退	276
阿奇霉素	275
梗阻	275
早	275
先	274
父亲	274
胸闷作恶	274
跛行	273
求诊	272
意外	271
人	271
帕金森	271
肩部	270
早搏	270
藿香	269
胸翳	269
色素	268
抗炎	268
物排	267
微	267
抗生素	267
胚停	266
级	266
左足	266
质稀	266
两个	265
尚好	265
每	265
沉重	265
臭	265
检测	265
风疹	265
现已	264
成功	264
双目	264
排肉眼黑便	264
腹空坠	262
日起	262
早产	261
拖尾	261
蛋花样	260
性情急躁	260
团	260
回院	260
现仍	260
其余	260
多个	260
肠癌	259
拔牙	259
继发	258
介入	258
喉痛	258
动	258
代诉	257
抗排斥治疗	257
质	255
胆	255
耳道	255
临界	254
摔倒	254
家长	254
曾到	253
残留	253
第一	252
手	252
间质	252
性生活正常或少	252
辅食	252
两年	252
未做	252
否认局部刺激性	251
纠正胎龄	251
犬吠样	251
做	251
脸色苍白	250
十二指肠球部	250
带状	249
肺癌	249
美观	249
一年前随月经周期规律性	248
咳粉红泡沫痰	248
孕如	248
一过性	248
无遗	247
红疹	246
对称	246
渗血	246
羊水	245
又	245
极	245
食少	245
表面	244
返院	244
膜炎	244
排除	244
啼哭	244
龋坏	243
破损	243
扩大	243
于孕	243
头孢菌素	243
伤风	242
状态	242
肺部	242
心跳	242
牙肉	242
白内障	241
乱语	241
形成	240
在家	240
连日	239
皮肤巩膜黄染	239
连	239
代	238
白斑	238
非天璇地转感	238
产程顺利	238
两周	238
曾因	237
面红	237
固定	237
小孩	237
我	237
小三阳	237
支气管舒张试验阴性	236
伴咽	236
疲劳	235
折断	235
自涂	235
健忘	234
视蒙	234
色为黄白色粘液痰	234
泛酸	234
纵膈	233
经量中或少	233
自用	233
瘢痕	232
颞部	232
以白	232
房颤	231
皮试	231
慢阻肺	230
湿疹	230
造口	230
泰诺	230
放	230
踝	230
人中	230
头孢呋辛	230
时觉	229
咽癌	229
痰涎	229
止血	229
入	229
周围	229
多处	229
缝合	229
短	229
睡觉	229
排稀	228
担心	228
环	228
进食之胃内容	228
凝血	228
肢麻	226
内膜较薄	226
食管	226
烫伤	225
寒冷和阴雨天	225
抑郁	225
瓣膜	225
顶体酶	225
骨折	225
脾气	224
停	224
乳牙	223
推后	223
腋下	223
加深	222
萎缩	222
阿司匹林	222
诊所	221
酒精	221
心率	220
主	220
手颤	220
女	220
稍倦	220
芬必得	220
持物	219
气丸	219
后出	219
存在	219
脸	218
此次	218
分布	218
粘黄	218
潜血	218
鼻窦	218
自主	217
眼痒	217
痔疮	217
后症状的所缓解	217
无咯粉红色痰	217
初未	217
泛影葡胺	217
同上	216
回	216
阴茎	216
内侧	216
泌乳	216
平素月经尚规则	216
以入睡困难及睡眠维持性	215
受伤	215
腹痛及阴道流血	215
符合	215
此后	215
精神尙可	214
粘痰	214
组合	212
发展	212
肠炎	212
一女	211
但仍	211
慢支	211
摘除	211
睡	211
育龄妇女	211
有浮胀感	211
止咳	211
乳汁	210
降糖	210
动作	210
伞端	210
流黄	210
晨僵	210
添加	210
无呕吐咖啡样物或鲜红样物	209
心烦意乱	209
该患	209
喉燥	209
疗	209
荨麻疹	209
泡	208
复方	208
足部	207
肢	207
精索静脉曲张	206
无发	206
鸣	206
中医	206
软膏	206
窒息	206
稽留流产	206
保济丸	206
凶酒	205
同样	205
呈乳白色粘液状	205
方	204
曾至	204
心肌梗死	204
胆汁	203
无放射到其他部位	203
经治	203
早期	203
分居	203
个人	202
较为	202
群集性	202
可安	202
偏烂	202
十余	202
受	202
现象	202
吸氧	202
腹式	201
取	201
骶痛	201
本月	201
前额	201
孕期于我院定期产检顺利	201
滴血	201
切开取胚	201
无意	201
无法	200
初起	200
晕	200
外侧	200
愈合	200
痤疮	199
显	199
缺血	199
是	199
增殖	199
金属	199
共	198
软	198
有慢性支气管哮喘	198
长期给予口服药治疗	198
送检	198
清醒	197
可自行缓解或用药物后缓解	197
胃肠	195
心房纤颤	195
保胎	195
稀痰	195
下段	195
增厚	194
放疗	194
散	194
根管	194
塞米松	193
甲减	193
狭窄	193
谓	192
醒	191
畏光	191
嗜睡	191
复潮	190
节育环	190
倦	190
且	190
缺失	189
盆粘	188
绵绵不断	188
胸背	188
任何	188
中旬	188
康泰克	188
男女双方未行相关孕	188
偶尔	187
定	186
难忍	186
无咯	186
骁悉	186
炎史	185
饮	185
足背	185
优思明	185
气味及异味常	185
模糊	184
软便	183
椎基底动脉供血	183
清创	183
心律	183
清学	183
换药	182
曾予	182
数十	182
缩短	182
耳闷	182
柴胡	181
跳痛	181
合并	181
右膝	181
冷热刺激及夜间	181
随	181
大三阳	181
畸胎瘤	180
妻子	180
直肠	180
薄	180
爱人	180
消化性溃疡	180
脐	179
为非阵发性	179
鲜血	178
睁眼	178
顺	178
青	178
神志清楚	178
闪电样	177
视	177
最近	177
扩张	177
走路	176
短暂	176
黄绿	176
降至	176
自计胎动正常	175
触	175
稍干	175
十多	175
号	175
本	175
扁桃体	174
老人	174
失语	174
送诊	174
接	174
性肺通气功能障碍	173
无向他处反射	173
左膝	173
凹陷	172
肠镜	172
牵拉	172
后未	172
趾	172
伤后	172
月来	171
房	171
沙星	171
先兆	170
糖	170
秒	170
臭味	169
暗区	169
先天	169
缺损	169
线	169
当	169
输液	168
孕早期有少量阴道流血	168
夏季	167
每晚	167
十二指肠	167
安乃近	166
冬季	166
血栓	166
肿块	166
脐部	166
均有	166
微克	166
之	166
中山	165
体重变化不详	165
关闭不全	165
声像	165
已婚	164
丸	164
坚持	164
肩	164
囊	164
潮红	164
验单	164
需要	164
清洁	163
去	163
显影	163
喉中	162
囊性	162
油	162
维生素	162
他克莫司	162
无气喘或气促	162
易怒	161
多种	161
明	161
风	161
不思饮食	161
挖耳	161
觉得	160
但觉	160
胀感	160
两日	160
腰痠	159
药后	159
双膝	159
育	158
血淡	158
强直	158
两侧	158
皮胆	157
形状	157
退行性	157
二甲双胍	157
异物阻塞感	157
安	157
剂	156
方案	156
濒死感	156
多型性	156
恶心和呕吐	156
遂来院诊治	156
乙肝两对半	156
变形	156
重脚轻	155
塞	155
醒后	155
拆线	155
食指	154
下旬	154
下唇	154
膏	154
前置	154
嗅觉下降	153
曾在	153
破	153
脚麻	153
新生儿	153
足趾	153
偶见	153
会	152
右肩	152
痉挛	152
末	152
偏多	152
无咳粉红色泡沬痰	151
体倦	151
吐奶	151
恐惧	151
不齐	151
痹痛	151
单纯	150
引出	150
虾蟹	150
紧绷	150
嗡嗡	149
日晒	149
卵黄囊	149
氯雷他定	149
肥甘厚味之品	149
射他	149
镜下	149
兴趣	149
坠	149
欲	148
总	148
射精	148
克林霉素	148
开灵	148
两月	148
上症	147
染	147
摔伤	147
女婴	147
修补	147
身目黄染	147
有鼻	147
活婴	146
呛奶	146
家	146
手抖	146
求	145
暂无	145
泥	145
形	145
全口	145
中指	145
整肠丸	144
三个	144
甲	144
斤	144
厚	144
优甲乐	144
沙样	144
狼疮	144
伴全身乏力及肌肉酸痛	144
增城	144
三次	144
紧急	143
几年	143
伤	143
暂未	143
重着	143
胃脘胀闷	143
清晰	143
粒	142
铁锈样	142
电切	142
父母	142
隐隐	142
往	142
地中海贫血	141
缓	141
闭经	141
宫角	141
粟粒样皮疹	141
交替	140
遗留	140
回忆	140
不止	140
通气	139
对答切题	139
卫生	139
成	139
向同侧头面部放射	139
畏	139
动过速	138
夜甚	138
利	138
则舒	138
镶牙	138
余前	138
如孕	138
脓疱	138
中断	138
仍觉	138
肝癌	137
西林	137
呼之	137
冲剂	137
幸福	137
就医	136
不育	136
良性	136
干涩	136
倒	136
地屈孕酮	136
椎体	136
极少	135
卫生巾	135
葡萄糖	135
肝功	135
过多	134
失	134
桥	134
颗粒	134
车祸	134
超过	133
灵	133
每周	133
減轻	133
推迟	133
宁	133
脓液	133
垂体	133
腕	132
手部	132
外观	132
细	132
从腰部向会阴放射	132
鼻衄	132
外科	132
多虑	132
二尖瓣	132
嘴唇	132
影	131
打鼾	131
试管	131
夹	131
